pathway	104B_1w_ML	104B_3w_ML	104B_4w_ML	104E_1w_ML	104E_3w_ML	104E_4w_ML	104R_1w_ML	104R_3w_ML	104R_4w_ML	104S_0w_ML	105B_1w_ML	105B_3w_ML	105B_4w_ML	105E_1w_ML	105E_3w_ML	105E_4w_ML	105R_1w_ML	105R_3w_ML	105R_4w_ML	105S_0w_ML	108B_1w_ML	108B_3w_ML	108B_4w_ML	108E_1w_ML	108E_3w_ML	108E_4w_ML	108R_1w_ML	108R_3w_ML	108R_4w_ML	108S_0w_ML	109B_1w_ML	109B_3w_ML	109B_4w_ML	109E_1w_ML	109E_3w_ML	109E_4w_ML	109R_1w_ML	109R_3w_ML	109R_4w_ML	109S_0w_ML	201B_1w_ML	201B_3w_ML	201B_4w_ML	201E_1w_ML	201E_3w_ML	201E_4w_ML	201R_1w_ML	201R_3w_ML	201R_4w_ML	201S_0w_ML	202B_1w_ML	202B_3w_ML	202B_4w_ML	202E_1w_ML	202E_3w_ML	202E_4w_ML	202R_1w_ML	202R_3w_ML	202R_4w_ML	202S_0w_ML	206B_1w_ML	206B_3w_ML	206B_4w_ML	206E_1w_ML	206E_3w_ML	206E_4w_ML	206R_1w_ML	206R_3w_ML	206R_4w_ML	206S_0w_ML	207B_1w_ML	207B_3w_ML	207B_4w_ML	207E_1w_ML	207E_3w_ML	207E_4w_ML	207R_1w_ML	207R_3w_ML	207R_4w_ML	207S_0w_ML	209B_1w_ML	209B_3w_ML	209B_4w_ML	209E_1w_ML	209E_3w_ML	209E_4w_ML	209R_1w_ML	209R_3w_ML	209R_4w_ML	209S_0w_ML	301B_1w_ML	301B_3w_ML	301B_4w_ML	301E_1w_ML	301E_3w_ML	301E_4w_ML	301R_1w_ML	301R_3w_ML	301R_4w_ML	301S_0w_ML	302B_1w_ML	302B_3w_ML	302B_4w_ML	302E_1w_ML	302E_3w_ML	302E_4w_ML	302R_1w_ML	302R_3w_ML	302R_4w_ML	302S_0w_ML	306B_1w_ML	306B_3w_ML	306B_4w_ML	306E_1w_ML	306E_3w_ML	306E_4w_ML	306R_3w_ML	306R_4w_ML	306S_0w_ML	309B_1w_ML	309B_3w_ML	309B_4w_ML	309E_1w_ML	309E_3w_ML	309E_4w_ML	309R_1w_ML	309R_3w_ML	309R_4w_ML	309S_0w_ML	310B_1w_ML	310B_3w_ML	310B_4w_ML	310E_1w_ML	310E_3w_ML	310E_4w_ML	310R_1w_ML	310R_3w_ML	310R_4w_ML	310S_0w_ML	411B_1w_ML	411B_3w_ML	411B_4w_ML	411E_1w_ML	411E_3w_ML	411E_4w_ML	411R_1w_ML	411R_3w_ML	411R_4w_ML	411S_0w_ML	Seed_CM_4
PWY-5531	270.6312	512.1875	908.6528	55.6456	51.2503	48.7354	37.6029	129.944	98.2958	185.68	226.7406	257.2948	561.54	133.3171	76.5554	40.6516	57.2252	138.8142	102.0464	176.6613	174.9324	418.384	560.1029	179.9612	123.6343	24.3871	62.8758	128.3995	70.457	224.8212	152.6749	726.5937	620.5051	91.9733	56.9218	78.4126	85.8114	212.874	121.0092	283.1498	171.7177	825.7339	902.2634	151.7735	34.9221	58.9163	46.0968	244.2479	88.7835	316.6372	203.4955	420.9834	631.1553	1372.4049	143.0175	94.7076	117.3467	129.4927	137.4208	282.4328	267.8111	254.864	650.7121	174.6837	52.9406	93.3215	42.6171	121.7896	121.9638	210.2098	162.15	517.0645	654.0018	198.1145	85.5606	23.986	75.4458	142.3572	124.646	272.4924	189.2339	178.0489	686.0869	811.0062	94.9921	33.5272	55.6179	163.2621	99.2377	274.1044	176.0924	320.6364	714.8304	348.2783	56.3106	53.4477	71.2325	105.6593	68.1609	339.9935	238.3171	658.3987	595.2797	469.0891	205.6076	129.7989	175.7073	189.1955	138.9283	299.5518	144.5399	437.3781	446.0478	243.4956	152.9488	39.9852	92.8786	102.269	251.4828	128.9077	376.4201	400.4896	429.7504	155.4636	53.5473	125.573	68.1464	104.468	200.4872	220.3758	482.6712	318.422	193.5843	88.4009	110.352	168.0088	77.5412	100.3697	227.48	368.6102	430.617	933.9518	111.5745	64.6965	61.092	51.317	123.3441	111.4777	300.817	527.8734
PWY-5532	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5647	319.5585	308.7393	399.5732	391.2368	1131.9557	770.7528	329.5524	937.2109	651.5445	289.3517	283.4098	299.6872	337.3913	345.007	597.1648	657.3756	272.984	662.4615	633.2987	282.4517	194.8406	318.0505	228.7647	326.0473	620.3844	605.726	305.9594	455.1852	650.7705	282.0651	212.7786	253.2466	259.4246	332.5989	883.0636	834.7858	287.0866	473.0523	610.6965	296.1231	241.4687	332.1631	324.0942	470.5139	1206.7777	526.209	433.8679	674.8304	625.3998	306.5726	248.3386	305.4562	305.196	592.6913	775.1852	836.1369	368.4653	802.017	813.8427	281.8671	274.4262	240.0839	324.4365	473.6343	1620.3678	988.0873	398.6197	672.9732	757.1128	294.6021	228.5061	317.853	225.626	326.9178	1274.1251	972.8385	237.9479	822.4064	594.0326	308.1553	253.9993	326.8194	275.6232	503.9047	1140.6264	1174.1058	398.6832	645.9131	334.1844	300.9347	243.6193	252.1086	263.6452	440.6351	1141.1927	482.5261	385.0353	666.6559	302.5744	303.7326	243.8617	247.6124	288.3171	389.4453	1436.7834	721.497	257.7788	700.6471	641.4851	258.6743	237.0176	257.5536	276.5326	337.6014	1057.5865	1143.3093	769.522	834.7717	301.8607	228.0253	299.0688	216.8044	435.928	1273.4309	1217.6044	285.4923	696.3822	680.2028	286.4684	302.8013	355.2718	301.946	387.1653	942.8021	1088.9942	404.6876	846.8587	850.1721	317.3239	372.4455	314.5377	307.9392	434.5632	746.8018	677.8998	326.1341	699.5774	814.2197	337.0598	185.0358
PWY-5651	652.0691	718.5061	764.6628	547.6148	1531.8409	1130.4434	461.7271	1691.547	991.9988	488.3081	649.6673	618.4107	666.417	802.1039	835.0749	1006.1577	355.1016	1124.8943	999.814	650.5252	460.8511	761.2445	463.4873	522.5984	908.2244	897.0121	451.2844	865.7949	1131.5177	535.1475	541.0057	548.3277	507.7958	510.3106	1108.5914	1229.2488	387.6319	856.3781	900.1604	527.7754	523.602	1311.5125	651.2946	991.3373	1573.7197	859.0398	967.9689	1435.3924	932.2659	644.3136	503.6906	591.4409	601.5136	863.846	1064.9615	1132.7458	480.291	1461.3862	1244.0655	621.1357	558.6681	469.8665	632.5032	710.0956	2029.7597	1442.2452	506.2217	1195.4999	1231.1948	562.6799	514.0026	776.1594	458.6967	500.3711	1587.8039	1221.715	299.9527	1309.31	976.9166	674.015	512.1962	813.8226	556.9248	788.5387	1461.7539	1453.7368	607.3264	1213.7115	491.6626	712.7947	521.8596	517.4779	553.1129	693.8374	1439.7444	743.1893	532.7366	1130.6968	475.3107	675.68	508.8016	571.287	637.8361	542.1087	1799.4499	1077.6152	326.531	1189.3768	1020.1637	522.3215	508.0148	522.1986	539.1096	532.0563	1317.6541	1450.946	1209.3891	1304.6431	620.7068	521.4024	658.2533	437.1047	600.345	1590.2188	1680.9976	419.9397	1222.8348	1127.9699	638.914	619.9158	633.4534	556.9711	531.1526	1171.4795	1458.0549	535.5946	1326.0693	1384.9016	649.5694	708.1523	596.4564	567.7235	558.2691	965.0235	977.422	419.1848	1180.6939	1264.674	654.0674	425.4465
PWY-5654	333.09	307.4324	425.5965	577.4786	1169.8064	819.6608	479.5356	950.7681	745.9784	319.3581	288.8273	313.7104	359.9254	330.1349	640.1867	698.144	501.3883	707.0262	682.937	285.4065	201.3091	317.3069	242.831	401.3046	662.1433	648.4436	421.0176	490.062	690.299	296.9443	215.7754	265.8142	277.1578	423.5738	940.7365	888.9016	465.8213	504.9376	755.9187	326.5912	250.3437	295.8493	340.1076	464.1883	1266.3542	555.188	426.3713	672.0418	707.9025	315.0086	264.9794	323.8277	326.5899	774.0834	827.2686	893.9696	795.9046	841.8776	871.8673	288.4184	292.4825	259.6441	336.4253	601.1464	1710.2473	1051.0934	854.4722	715.8899	796.7685	317.5307	242.0817	313.3517	242.7512	412.1643	1349.6592	1039.3092	549.3824	880.1268	640.2735	318.8404	269.0064	325.217	293.4899	584.7115	1205.7424	1247.0817	502.0582	676.7252	431.3364	305.6831	260.8375	263.7036	278.7623	512.3444	1211.9467	513.0581	713.45	712.2153	353.1369	307.1866	259.8666	248.7564	290.8179	567.3104	1512.8667	773.1259	718.8752	750.9665	687.4739	273.8204	255.663	272.3521	299.862	394.1227	1122.6052	1213.3543	820.18	891.3144	319.3364	246.4321	310.7779	236.3995	673.8985	1350.9457	1275.5321	631.5766	738.8009	724.0564	295.5944	321.819	384.9373	325.4645	598.1779	1004.9914	1152.8791	710.0979	909.6378	897.7457	333.6072	393.899	338.5801	332.3607	818.1691	793.8582	725.873	698.0297	735.96	868.5792	357.9232	191.1659
PWY-5655	479.1503	464.8042	551.0468	604.2665	1494.544	1077.7769	539.3563	1232.4303	992.4698	460.762	417.9614	461.8444	470.8739	632.9284	865.4854	958.5422	448.1391	977.877	942.0321	444.7095	315.1979	474.6673	351.1273	525.5681	954.284	890.1495	504.5041	712.7178	1013.1334	424.7966	324.0562	397.016	401.7161	548.462	1071.2433	1193.2065	477.3275	750.6931	919.3336	440.0568	369.153	577.6726	547.147	796.9712	1349.9613	812.3629	782.7439	992.9898	909.7482	474.9011	350.4281	453.2271	453.6551	798.0517	1047.0995	1101.0549	597.4432	1097.8449	1150.7568	507.804	387.3461	347.6994	458.6885	708.8972	1688.3976	1330.3117	640.8531	981.2819	1078.859	428.5644	334.9115	490.1555	341.548	514.5637	1451.0951	1264.2556	390.5079	1135.2134	890.9049	473.2454	370.1915	505.7248	414.4086	815.5558	1371.3617	1612.8184	674.5855	999.417	567.4809	527.16	355.722	383.5731	413.2972	669.6685	1421.4114	748.2385	634.762	963.2652	507.5576	520.9246	390.77	409.5109	422.3854	590.9401	1768.0693	1032.4131	424.611	1013.9038	968.9	407.3027	344.3118	360.9385	394.2459	542.6922	1369.3173	1405.4525	1100.1753	1198.9622	436.4092	335.2768	450.8163	336.1753	670.5761	1376.3023	1584.5612	484.8987	1012.101	981.9521	450.8519	419.3263	479.866	425.1893	605.6853	1119.2546	1416.4397	654.9175	1154.236	1172.649	477.3622	477.2984	483.3944	435.9111	674.9498	1004.7402	973.9323	532.6301	1021.5159	1125.0763	479.4243	321.7502
PWY-5656	13.8558	17.7668	16.7791	20.277	14.2419	11.0302	14.8169	39.2375	29.2297	13.8442	32.2023	35.8797	34.065	3.5536	15.4704	21.9938	15.0256	44.6724	33.0951	20.6387	19.7243	17.7309	19.697	25.0797	12.8376	9.8285	18.9171	29.0366	27.7382	20.6541	25.5932	26.4588	15.801	28.2343	12.0282	18.3939	18.172	53.4022	38.8057	22.5513	13.8338	13.8063	6.9582	16.385	15.0668	25.886	6.8747	28.908	23.8584	8.9328	4.9852	12.8614	15.7805	26.9443	11.0486	13.266	7.8821	34.261	16.4649	12.8254	20.6883	14.8329	9.9139	15.2195	24.6593	22.2577	11.5777	27.952	16.4331	27.39	3.9889	16.7548	5.9725	23.1953	9.7662	14.7126	21.6776	31.301	31.6642	18.669	26.5041	31.2099	25.551	25.8095	11.5929	12.9747	17.4394	49.9328	16.4011	13.8423	15.8094	19.6685	25.3802	21.3452	16.3064	11.0747	18.8751	40.5659	4.8966	33.8052	9.9224	10.893	7.9463	38.0011	17.9472	28.0864	11.5885	28.9803	23.5907	6.9562	11.884	18.7477	17.7477	13.9015	21.1705	17.5992	46.41	29.8522	24.477	38.9616	30.184	33.4111	41.0681	16.975	27.5036	21.1103	66.2375	34.3262	19.6591	19.7158	27.3419	25.4907	33.8053	17.8022	22.2793	17.4294	64.0897	20.3932	37.916	20.6456	12.8584	36.8916	17.8088	19.5333	31.728	8.8285	73.1595	59.0769	48.8137	0.0
PWY-5659	13615.3292	13753.5772	13629.2702	11143.395	13856.1002	14433.7635	11137.1178	13654.1251	13911.5726	14054.7138	13861.8201	13895.4159	13814.6955	10450.0502	13590.1097	14156.6791	9830.3237	13636.2581	13650.336	13778.4519	13746.2127	14000.0173	13843.3027	10691.2934	12348.3436	13879.9753	10400.5783	13724.2769	13532.434	13798.5522	13926.215	13874.1694	13804.0492	11899.1785	13550.7042	13834.2993	12249.901	13549.6344	13717.1597	14932.1798	13728.159	13959.0017	14024.7702	11548.1511	14113.9365	13869.2378	12620.0527	13414.4539	13244.609	13525.4855	13420.6726	13349.888	13159.272	11608.7752	13714.4636	14074.1988	11211.6341	13399.9858	13298.7718	13404.0929	13476.22	13652.6966	13406.3259	11563.611	14419.7943	14165.1701	11220.5629	13498.4031	13707.208	13608.7512	13649.6237	13733.1593	13804.8312	10743.4103	13800.2935	14121.3538	10921.5867	13569.0569	13302.4022	13493.0628	13781.0642	13954.0767	13684.5213	11505.6222	14396.6483	15065.8675	11709.5926	13768.4743	14507.1209	14040.8138	13853.5739	13876.3403	13661.4186	10965.0518	14331.0512	11764.2122	11793.9481	13718.0756	9599.7704	13869.1644	13425.9304	13502.1221	13417.2298	11004.7007	13913.0354	13969.1557	11469.9259	13422.527	12670.158	13465.4485	13564.8307	13617.7755	13565.5753	11031.0074	13750.666	14259.4366	13423.3359	13284.4387	13555.6458	13603.5634	13766.9311	13515.6969	12155.3801	14264.4126	13817.8322	11561.0637	13409.1441	13445.4916	13624.0709	13766.9128	13603.1403	13722.5859	11408.9271	13831.2857	13963.106	11080.6413	13260.8605	13055.7686	13862.7052	13558.6648	13739.6031	13525.0014	8859.2555	13175.3447	13943.4577	10297.5649	13057.9637	13015.5384	13756.9533	13373.5568
PWY-5667	15430.4803	15767.7934	15492.4025	11843.8098	13821.362	14732.9039	12558.686	15844.5138	16607.6548	15775.7569	15587.2164	15763.0734	15622.3845	14530.5326	13648.0647	14610.0492	12650.5058	16014.583	15986.1214	15778.6591	15544.099	16091.5603	15650.9909	11638.9162	12769.9175	14272.8542	12514.747	15925.1923	15603.5127	15772.8866	15761.5936	15684.9525	15579.77	12719.404	13209.3839	14422.0909	14095.391	15691.9257	16252.6402	17173.5718	15550.4509	15871.4126	15487.7859	12928.7623	13511.4228	14540.7122	13566.8185	15747.2678	15799.6761	15719.7713	15381.2926	15327.2898	15408.7099	12181.5439	13537.6851	14147.3626	11909.5827	15677.2681	15309.0721	15202.8774	15191.0785	15610.0194	15368.8675	11875.3383	13610.4625	14753.5992	12513.734	15888.5579	16195.4682	15449.726	15491.9697	15701.6804	15635.8077	10835.1738	13251.9979	13982.492	12265.7356	15617.5909	15613.6714	15819.6864	15662.2726	15994.7205	15501.3399	12103.0251	14138.3217	14967.9036	12500.0275	16254.177	16270.1558	16171.4511	15591.9146	15752.014	15482.9017	11115.6972	14026.7742	12154.3399	13037.2759	15858.2018	11673.7264	15641.9108	15421.7318	15392.9467	15505.9239	11122.5886	13457.7005	14516.3707	12018.5943	15676.6238	15581.6926	15572.2568	15448.4868	15517.0233	15644.8461	10997.3059	13404.6149	14126.8889	15383.2349	15368.1211	15542.8351	15499.4937	15704.1948	15266.565	12109.4801	13609.3382	13855.1368	12714.5461	15800.4061	15765.247	15559.5516	15532.0695	15718.2838	15591.1379	11637.6091	13364.5274	14060.2691	12344.0072	15371.0976	15587.8774	15711.2296	15228.4666	15594.7665	15261.6704	8953.2882	12739.356	14128.5249	10787.3069	15276.295	15081.0481	15630.5628	15573.6042
PWY-5676	3141.2712	3061.46	2717.5332	3780.4408	12378.2091	15128.9174	3765.1733	2833.18	2729.2802	2995.8431	2937.2377	2952.7426	3058.4795	4495.901	14440.599	14180.2924	4371.6632	2753.2872	3194.7073	3102.0111	2685.8848	2793.5827	2858.8637	3461.6556	9394.736	15163.5344	2609.9354	2680.9181	2970.9566	3021.8606	2779.8173	3009.3483	2921.3915	3785.9061	12604.5484	12516.2151	4683.8149	2695.7445	3179.0624	2647.2842	3009.4491	2706.5257	2757.4738	3552.2564	12422.1028	14625.7116	3700.9315	2657.9315	2773.6945	2872.8582	3001.7617	3219.8076	3173.6314	3559.7943	14827.7071	15202.334	4162.3569	2955.2403	2998.6045	3053.2757	2906.156	3298.0808	2981.8304	3437.3233	11317.5742	13254.2418	4347.7264	2831.0055	2655.9366	3085.2475	2783.7139	2944.8397	3111.0121	2408.7866	11201.8557	13303.2919	4066.6378	2810.1272	3028.9542	2892.0451	3066.7866	3033.3193	3122.1891	3901.7641	13723.7433	12853.8193	5091.1294	2801.1035	5869.0733	2892.8999	3008.0867	2973.8145	2906.2195	3102.6882	13879.2291	11333.0113	4277.9018	2872.6994	2855.8765	2763.8899	2826.9691	3028.4403	3351.0696	3256.7223	10320.1485	14696.0003	4669.3991	2596.2315	2465.5557	3239.341	2953.729	3146.7883	3199.9065	2908.1645	11652.9451	13929.4658	2466.4493	2932.9927	3199.9068	2863.1018	3148.7219	3161.3324	3069.523	12651.9503	10103.0543	4430.839	2903.043	3051.5996	3162.0487	3093.5135	2931.2015	3021.4485	3210.7309	13395.9435	11307.3256	4364.1553	2618.5789	2606.1769	3144.4846	2762.9313	2978.6005	2606.2874	3487.7534	12470.8149	14345.3244	4420.4832	2320.409	2563.3711	2947.4411	2773.3633
PWY-5677	31.7932	22.3581	15.981	77.1491	75.0906	116.3015	29.7652	128.3658	156.5802	14.8072	20.4791	35.122	16.773	51.7264	73.3775	51.181	51.7222	193.6433	133.67	32.0402	15.866	19.7355	19.7401	55.2037	78.2016	111.0717	84.1867	107.3241	168.9864	31.8077	17.5531	18.5032	13.1303	43.7183	53.1089	120.4034	58.8533	155.2055	157.1545	15.2927	14.1733	23.3486	23.6003	38.2879	76.6044	64.3053	40.0542	92.9202	116.7196	41.0709	32.2082	38.0986	11.6722	65.0867	93.456	104.8156	60.2928	125.4387	223.608	39.6264	19.7332	11.3213	8.7643	71.0535	149.7779	170.1259	63.325	212.6949	143.763	30.0893	22.3679	8.86	19.238	63.3493	88.2936	53.2141	47.2603	154.9358	137.9531	30.5595	10.1086	33.4706	20.9877	53.8821	86.3021	108.3992	60.5071	135.1524	100.541	36.2522	2.9409	12.9534	14.6642	43.7702	108.565	63.0247	79.1897	143.3474	61.2231	14.8533	35.8724	34.5469	15.8222	92.5982	180.8604	157.9342	38.5508	162.7267	247.5635	17.4193	13.6317	26.5388	11.4953	30.6017	95.8105	79.754	235.6688	215.5976	22.6664	17.5715	23.5761	18.2328	60.2995	51.9779	76.6463	37.0708	119.2679	139.7388	44.5692	16.1112	20.62	14.0511	81.1578	69.7824	137.6752	50.1292	205.4311	234.1625	40.6052	7.0645	30.1204	21.3642	35.0273	27.6045	52.381	22.3374	98.9838	144.5348	20.6571	44.0588
PWY-5686	13919.2371	14048.056	13918.9996	10528.8275	13579.1675	14577.78	11555.4222	13885.3264	13773.7912	14100.8426	14073.8102	14091.5874	14054.325	11928.9411	13751.414	14415.5255	10846.9946	13961.4386	13785.4315	14044.3576	13930.4378	14208.3846	14013.3602	10222.2953	12338.514	14286.4871	10134.7131	14071.9204	13752.7101	14123.5522	14117.9981	14078.8696	13994.5869	11054.4106	13200.872	13973.3871	12572.109	13789.2307	13784.9945	14290.8997	13942.8519	13993.1848	13989.5486	11013.4017	13453.4829	14469.262	11973.1866	13804.5193	13571.6682	13893.5442	13934.3462	13873.9727	13810.4116	11037.8766	13736.6622	14356.4689	10825.9075	13901.1414	13671.0397	13701.7799	13711.9428	14115.3457	13874.4096	10539.6071	13363.7873	14319.5658	11091.9472	13934.9511	13769.684	13953.6912	13963.123	14079.9298	14066.2571	9506.3318	13078.0029	13991.2437	10826.2775	13860.0963	13725.6075	13912.1518	14072.0573	14169.9839	13974.1972	10598.041	13975.0109	14438.1237	11470.5947	14048.1013	14436.0623	14079.9571	14040.9235	14133.7561	13945.0776	9826.233	13983.3612	12260.2738	11464.0869	13991.5957	10716.5684	13922.423	13903.0552	13937.2152	13931.9434	10018.7998	13116.7105	14485.423	10953.401	13737.42	13546.9573	13872.2598	13942.0304	14019.1178	14012.616	9763.5497	13224.7096	14237.9675	13696.9007	13520.8015	14052.8687	13991.2195	14066.5165	13844.9988	10895.4364	13607.9427	13425.0269	11519.7145	13892.8954	13655.8654	13970.0626	14100.2254	14053.3136	14067.5596	10442.4719	13471.8799	13666.129	11155.232	13773.2288	13685.6168	14163.0429	13942.2164	14010.6149	13878.4144	7992.8674	12901.6332	14169.8115	10015.323	13468.7868	13489.2653	14162.0689	13515.3469
PWY-5695	12402.7403	12637.7267	12732.6958	12439.5587	18748.7024	18992.7178	10858.3615	13788.8378	14334.4664	12775.3292	12259.0534	12722.079	12719.9314	12662.4934	18379.0563	18503.5488	10735.2418	14084.394	13894.0829	12874.6337	11996.9123	12876.4236	12676.2227	12132.876	16661.1024	18456.7085	10696.3588	13714.4562	13817.2176	12667.4523	12332.0512	12735.7835	12656.127	13514.9432	18288.1096	18181.9417	11940.5232	13865.5042	13876.6733	14075.627	12457.618	13199.3334	12825.6784	13232.9384	18981.556	18433.7847	12713.7288	13542.0612	13756.3518	12696.2994	12051.6617	12528.1434	12498.1129	13448.9703	18247.3403	18602.6221	10885.9794	13763.7769	13894.8474	11651.9722	11724.0069	12307.7855	12370.1055	12747.3696	19064.8245	18589.823	11319.9915	13791.3672	13833.8389	12426.8223	12013.8849	12820.1645	12664.3302	11852.084	18434.8374	18631.1812	10854.4178	13963.6298	13616.4432	12460.4436	12325.2418	13027.4125	12624.5016	14084.7613	19249.2752	19395.115	10186.7492	14140.5825	12931.8392	12814.0487	12388.5639	12947.4941	12612.4643	12067.4634	19396.6128	15802.152	11787.8289	14011.3185	11044.454	13131.8748	12117.5498	12927.4927	12471.2469	12398.4848	18046.3148	18548.7205	10669.2183	13945.5978	13664.0903	12480.9721	12157.3744	12427.9457	12482.8864	11710.4981	18350.3804	18971.7163	13968.9357	13763.7858	12504.8001	12114.077	12790.9231	12352.1843	13156.2199	19180.3964	17814.738	11279.5842	13902.0704	13477.0518	12599.3216	12347.9746	12877.0626	12473.647	12790.4671	18453.5747	18171.4179	11012.7213	13832.7151	13834.5731	12696.4679	11682.1959	12733.463	12554.2529	10369.0752	17402.5937	18406.2658	10089.5016	13570.5477	13594.6637	12729.2861	14164.3802
PWY-5705	532.4802	491.8017	582.7825	1826.2364	1277.7138	1351.8266	1410.7882	677.73	1121.1418	646.4957	450.8554	419.5844	524.6361	1776.741	873.1557	1182.5153	1703.7024	755.7425	888.1066	603.5389	418.9296	397.3762	541.3589	943.4191	1166.9132	1044.1365	1309.6733	652.7018	786.069	666.9081	350.4435	424.8556	526.3543	1107.8015	801.1643	1615.0289	1356.0722	785.9256	1006.6003	727.9413	517.4043	495.3537	594.0884	1550.667	1030.0367	1093.6663	1557.8928	716.7289	832.0337	658.6406	393.955	600.3567	533.693	2078.4957	1122.8754	1024.1669	1415.0204	659.6005	807.4194	601.5931	455.7589	391.6122	475.787	1492.9962	1142.8884	1449.1674	1466.0907	762.2123	874.55	525.4722	330.8097	490.4244	506.8271	1355.4361	1229.4618	1107.643	1655.3864	822.344	718.0839	546.3594	374.3771	424.3488	455.5077	1901.0804	1257.1228	1451.9165	1524.1192	665.829	590.2725	654.4827	365.0122	511.9618	471.4726	1006.4921	914.9976	2582.1792	1505.053	830.1713	1794.3928	708.0451	487.658	621.8628	511.3826	1500.2436	1557.2337	1329.8386	1413.3283	866.9362	894.2127	519.184	423.286	379.3997	449.0873	1082.193	1293.5301	1235.9754	823.0618	874.5815	505.6314	328.0399	519.3872	512.1893	1410.6607	950.2449	1555.4788	1090.8044	883.0641	924.2301	558.2961	386.6571	517.9582	439.1327	1228.9227	841.1672	1340.49	1048.572	774.8866	787.2864	552.3938	422.3597	413.2974	519.6409	1513.7146	975.2327	1257.9944	1377.8282	893.8812	829.3265	528.8526	1408.53
PWY-5741	1175.1108	890.5381	903.5143	829.0542	807.1907	914.1704	395.0756	1213.7722	1338.1343	907.9364	1087.4746	961.4689	948.2516	261.9526	535.5999	1197.4676	437.6128	1184.4154	1368.0701	1031.8245	900.4183	861.7761	939.0121	1020.1615	991.6562	1078.8019	629.1162	1092.604	1303.0301	915.2567	926.2606	790.721	1005.086	938.2839	684.6762	1244.9376	622.5124	1251.1104	1328.6086	919.0558	1102.6778	896.8994	855.6365	998.5842	599.4335	1066.0009	388.9796	1261.3713	1340.6321	1037.5059	1162.3926	1107.3726	1098.7832	1536.6023	641.567	978.0074	541.3928	1282.2316	1707.3408	940.0402	1273.3373	1119.8196	1137.0669	971.0102	797.3189	1083.9179	597.5485	1303.4096	1268.1325	1091.7172	953.8209	909.3431	899.2122	754.4685	726.0868	982.9554	559.7783	1311.7369	1345.5334	1039.335	1065.8175	881.0957	986.4847	1275.8161	657.9157	1074.5849	447.2326	998.5106	707.9245	977.1784	1006.4842	968.0739	808.9951	966.6786	651.3007	640.3362	600.7187	1318.5092	753.8059	983.1997	1123.7046	995.4676	1046.9835	1165.3246	950.6049	1035.9452	476.4589	1244.4484	1225.3306	1238.3683	1128.8737	909.6065	1055.4438	1027.8898	790.4468	1035.2584	1219.5607	1429.3915	1353.9665	1090.5205	868.3624	1168.1937	1026.9179	614.4053	1031.316	560.7654	1006.1443	1209.3041	995.8293	1136.1083	1012.3282	1047.2559	1014.0563	562.8696	998.7001	669.452	1177.7252	1170.8543	1115.4152	1232.2449	865.5969	864.5461	657.6218	510.2021	989.9043	421.4536	975.6708	1242.2183	1192.828	2864.0724
